relative_time,AccX
0,0.21195922851562501
68,0.22019210815429688
134,0.267044677734375
200,0.22034179687500002
269,0.21136047363281252
334,0.25626708984375
400,0.23396347045898438
468,0.20207977294921875
534,0.2484832763671875
600,0.24040008544921876
668,0.19714004516601563
734,0.22947280883789065
800,0.24668701171875002
868,0.20597167968750002
934,0.21106109619140626
1000,0.23486160278320314
1068,0.20791763305664063
1134,0.19010467529296876
1200,0.23396347045898438
1288,0.199984130859375
1334,0.19160156250000002
1400,0.22228775024414063
1468,0.2185455322265625
1534,0.19025436401367188
1600,0.21480331420898438
1668,0.23561004638671876
1734,0.20627105712890625
1800,0.2082170104980469
1868,0.23396347045898438
1934,0.21405487060546877
2000,0.2118095397949219
2068,0.23516098022460938
2134,0.22543121337890626
2200,0.20118164062500002
2269,0.24040008544921876
2334,0.23126907348632814
2400,0.21285736083984377
2467,0.22902374267578127
2534,0.2315684509277344
2600,0.22617965698242187
2668,0.22303619384765627
2734,0.2327659606933594
2800,0.22528152465820314
2867,0.22662872314453125
2934,0.24489074707031253
3000,0.22423370361328127
3068,0.23067031860351564
3134,0.23665786743164063
3200,0.238304443359375
3269,0.21764739990234377
3334,0.24084915161132814
3400,0.23620880126953125
3468,0.22288650512695313
3534,0.22647903442382813
3600,0.23575973510742188
3668,0.2183958435058594
3734,0.22513183593750002
3800,0.22887405395507815
3868,0.2118095397949219
3934,0.2165995788574219
4000,0.223934326171875
4068,0.21151016235351563
4134,0.20522323608398438
4200,0.22348526000976562
4269,0.2219883728027344
4334,0.21195922851562501
4400,0.2125579833984375
4468,0.22408401489257815
4534,0.20492385864257814
4600,0.22153930664062502
4668,0.2221380615234375
4734,0.22004241943359376
4800,0.2219883728027344
4868,0.23531066894531252
4934,0.22288650512695313
5000,0.22513183593750002
5068,0.2369572448730469
5134,0.22378463745117189
5200,0.2165995788574219
5269,0.23321502685546877
5334,0.22767654418945313
5401,0.22842498779296877
5468,0.23052062988281252
5534,0.2285746765136719
5600,0.2185455322265625
5668,0.22827529907226562
5734,0.233514404296875
5800,0.22962249755859376
5867,0.23067031860351564
5934,0.2293231201171875
6000,0.238304443359375
6067,0.22588027954101564
6134,0.23531066894531252
6200,0.2333647155761719
6283,0.2231858825683594
6334,0.23725662231445313
6400,0.23186782836914063
6467,0.21794677734375
6534,0.2245330810546875
6600,0.2285746765136719
6668,0.2124082946777344
6734,0.2130070495605469
6800,0.2219883728027344
6868,0.20507354736328126
6934,0.20612136840820314
7000,0.2089654541015625
7068,0.2070195007324219
7134,0.20657043457031252
7200,0.2136058044433594
7268,0.20312759399414063
7335,0.20686981201171875
7400,0.22034179687500002
7468,0.209564208984375
7534,0.21151016235351563
7601,0.21330642700195312
7667,0.2231858825683594
7734,0.21824615478515627
7800,0.22123992919921875
7868,0.22827529907226562
7934,0.22109024047851564
8001,0.22632934570312502
8068,0.22348526000976562
8134,0.22647903442382813
8200,0.23306533813476563
8268,0.233514404296875
8334,0.23111938476562502
8400,0.2329156494140625
8467,0.24025039672851564
8534,0.23605911254882814
8600,0.228724365234375
8667,0.23007156372070314
8734,0.2341131591796875
8800,0.23980133056640626
8867,0.2389031982421875
8934,0.22902374267578127
9000,0.2329156494140625
9067,0.22977218627929688
9134,0.22348526000976562
9200,0.2171983337402344
9268,0.22498214721679688
9334,0.22303619384765627
9400,0.20941452026367188
9468,0.21315673828125
9534,0.20836669921875
9600,0.20941452026367188
9667,0.20178039550781252
9734,0.20851638793945312
9800,0.20432510375976565
9868,0.1968406677246094
9934,0.1980381774902344
10000,0.2077679443359375
10067,0.1933978271484375
10134,0.20672012329101563
10200,0.21076171875000002
10268,0.22123992919921875
10334,0.20866607666015627
10400,0.21225860595703125
10467,0.21270767211914063
10534,0.21405487060546877
10600,0.2219883728027344
10667,0.22378463745117189
10734,0.21929397583007815
10800,0.22842498779296877
10868,0.23052062988281252
10934,0.22408401489257815
11000,0.22917343139648438
11067,0.24099884033203126
11134,0.22498214721679688
11200,0.2321672058105469
11287,0.2424957275390625
11334,0.23261627197265627
11400,0.23246658325195313
11467,0.23845413208007812
11534,0.238304443359375
11600,0.23665786743164063
11667,0.23620880126953125
11734,0.23052062988281252
11800,0.23171813964843752
11867,0.23141876220703125
11934,0.22827529907226562
12000,0.21450393676757815
12068,0.21136047363281252
12134,0.21570144653320314
12200,0.209564208984375
12268,0.21315673828125
12334,0.20148101806640625
12400,0.19414627075195315
12467,0.19294876098632813
12534,0.2029779052734375
12600,0.19639160156250002
12667,0.204774169921875
12734,0.20402572631835938
12801,0.20207977294921875
12868,0.19728973388671875
12934,0.20746856689453125
13000,0.2022294616699219
13068,0.20073257446289064
13134,0.20178039550781252
13200,0.207169189453125
13268,0.20672012329101563
13334,0.21001327514648438
13400,0.21929397583007815
13467,0.22034179687500002
13534,0.22183868408203125
13600,0.22498214721679688
13667,0.2293231201171875
13734,0.2221380615234375
13800,0.23531066894531252
13868,0.2285746765136719
13934,0.23126907348632814
14000,0.22602996826171876
14068,0.24040008544921876
14134,0.23456222534179688
14200,0.23052062988281252
14269,0.23366409301757815
14334,0.23261627197265627
14400,0.23022125244140626
14467,0.2267784118652344
14534,0.2231858825683594
14600,0.21644989013671875
14668,0.22423370361328127
14734,0.22363494873046877
14800,0.21031265258789064
14868,0.20791763305664063
14934,0.21585113525390626
15001,0.20552261352539064
15068,0.20597167968750002
15134,0.2077679443359375
15200,0.19968475341796876
15268,0.19414627075195315
15334,0.19639160156250002
15401,0.19414627075195315
15468,0.2028282165527344
15534,0.20193008422851563
15600,0.19908599853515627
15668,0.20642074584960937
15734,0.19564315795898438
15800,0.19728973388671875
15867,0.2029779052734375
15934,0.20357666015625
16001,0.21345611572265627
16067,0.20926483154296877
16134,0.21824615478515627
16200,0.2173480224609375
16290,0.21270767211914063
16334,0.21195922851562501
16400,0.2221380615234375
16468,0.22123992919921875
16534,0.2233355712890625
16600,0.23246658325195313
16668,0.22827529907226562
16734,0.22902374267578127
16800,0.23201751708984375
16867,0.23665786743164063
16934,0.22947280883789065
17000,0.24069946289062502
17068,0.2315684509277344
17134,0.2423460388183594
17200,0.23486160278320314
17269,0.23067031860351564
17334,0.228724365234375
17400,0.22243743896484375
17467,0.22483245849609376
17534,0.2171983337402344
17600,0.21585113525390626
17668,0.21151016235351563
17734,0.20627105712890625
17801,0.20672012329101563
17868,0.20582199096679688
17934,0.19833755493164062
18000,0.20866607666015627
18068,0.19669097900390625
18134,0.20058288574218752
18200,0.19504440307617188
18268,0.20731887817382813
18335,0.2028282165527344
18401,0.19728973388671875
18468,0.20537292480468752
18534,0.2041754150390625
18601,0.19399658203125
18667,0.20881576538085939
18734,0.20013381958007814
18801,0.20462448120117188
18868,0.20447479248046876
18934,0.20567230224609376
19000,0.20312759399414063
19068,0.21630020141601564
19134,0.22588027954101564
19201,0.22468276977539064
19269,0.21465362548828126
19334,0.23067031860351564
19401,0.22528152465820314
19468,0.2341131591796875
19534,0.23965164184570314
19601,0.22752685546875
19668,0.22692810058593751
19734,0.22962249755859376
19801,0.23186782836914063
19868,0.23067031860351564
19934,0.2285746765136719
20001,0.22962249755859376
20068,0.22602996826171876
20134,0.21944366455078126
20201,0.21929397583007815
20269,0.22019210815429688
20334,0.22004241943359376
20401,0.21270767211914063
20468,0.21121078491210937
20534,0.2149530029296875
20601,0.21644989013671875
20668,0.207169189453125
20734,0.20207977294921875
20801,0.20178039550781252
20868,0.20372634887695312
20934,0.19414627075195315
21001,0.20043319702148438
21068,0.20507354736328126
21134,0.19728973388671875
21201,0.20103195190429687
21288,0.2034269714355469
21335,0.19609222412109376
21401,0.20447479248046876
21468,0.21794677734375
21534,0.20971389770507814
21601,0.20836669921875
21668,0.21585113525390626
21734,0.2197430419921875
21801,0.21195922851562501
21867,0.22543121337890626
21934,0.22483245849609376
22001,0.22034179687500002
22068,0.23561004638671876
22134,0.2245330810546875
22201,0.2267784118652344
22269,0.23680755615234375
22335,0.23201751708984375
22401,0.22902374267578127
22468,0.2347119140625
22534,0.23501129150390626
22601,0.2329156494140625
22668,0.23082000732421876
22734,0.23875350952148439
22801,0.23231689453125
22867,0.22842498779296877
22934,0.2273771667480469
23001,0.22528152465820314
23068,0.22632934570312502
23134,0.22438339233398438
23201,0.21285736083984377
23267,0.21809646606445313
23334,0.20911514282226565
23401,0.21165985107421875
23468,0.20178039550781252
23534,0.2041754150390625
23601,0.20686981201171875
23668,0.20522323608398438
23735,0.20986358642578126
23805,0.20013381958007814
23868,0.19953506469726565
23939,0.20672012329101563
24005,0.20507354736328126
24068,0.209564208984375
24139,0.21285736083984377
24204,0.21809646606445313
24269,0.20612136840820314
24339,0.21031265258789064
24405,0.21944366455078126
24468,0.207169189453125
24538,0.22498214721679688
24605,0.2329156494140625
24668,0.21600082397460937
24739,0.22617965698242187
24804,0.22887405395507815
24868,0.21989273071289064
24939,0.22498214721679688
25005,0.23875350952148439
25068,0.23022125244140626
25138,0.22827529907226562
25205,0.22842498779296877
25268,0.23126907348632814
25338,0.2233355712890625
25405,0.23201751708984375
25468,0.2321672058105469
25538,0.22842498779296877
25605,0.22977218627929688
25670,0.23486160278320314
25737,0.22094055175781252
25804,0.22004241943359376
25871,0.23456222534179688
25937,0.22842498779296877
26003,0.2185455322265625
26072,0.22962249755859376
26138,0.2070195007324219
26203,0.20357666015625
26290,0.21106109619140626
26336,0.20043319702148438
26404,0.1981878662109375
26471,0.21061203002929688
26537,0.21555175781250002
26605,0.20522323608398438
26671,0.21615051269531252
26736,0.21465362548828126
26804,0.20402572631835938
26872,0.20327728271484377
26937,0.20926483154296877
27004,0.21091140747070314
27072,0.2082170104980469
27137,0.21869522094726562
27204,0.214354248046875
27273,0.2082170104980469
27336,0.22034179687500002
27404,0.2225871276855469
27468,0.22483245849609376
27537,0.22438339233398438
27603,0.2245330810546875
27668,0.2177970886230469
27737,0.22243743896484375
27803,0.2293231201171875
27868,0.2279759216308594
27937,0.23037094116210938
28003,0.22947280883789065
28068,0.228724365234375
28135,0.22947280883789065
28203,0.23860382080078127
28269,0.22962249755859376
28335,0.23067031860351564
28403,0.2341131591796875
28468,0.22962249755859376
28536,0.2197430419921875
28603,0.22558090209960938
28668,0.23096969604492187
28736,0.2225871276855469
28803,0.2225871276855469
28867,0.22228775024414063
28936,0.20806732177734377
29002,0.21121078491210937
29067,0.21959335327148438
29136,0.20462448120117188
29202,0.2077679443359375
29268,0.21061203002929688
29336,0.20971389770507814
29402,0.20118164062500002
29467,0.20806732177734377
29536,0.20043319702148438
29602,0.20252883911132813
29667,0.20627105712890625
29736,0.21420455932617188
29802,0.2077679443359375
29868,0.20133132934570314
29936,0.22004241943359376
30002,0.21136047363281252
30067,0.209564208984375
30136,0.2165995788574219
30202,0.21540206909179688
30268,0.21764739990234377
30335,0.22079086303710938
30402,0.2273771667480469
30467,0.2219883728027344
30535,0.22782623291015627
30602,0.23141876220703125
30668,0.23501129150390626
30736,0.23082000732421876
30802,0.22767654418945313
30868,0.23126907348632814
30935,0.2213896179199219
31002,0.2321672058105469
31068,0.21959335327148438
31135,0.22782623291015627
31202,0.23366409301757815
31291,0.23022125244140626
31335,0.21899459838867188
31402,0.23052062988281252
31468,0.23590942382812502
31535,0.22408401489257815
31602,0.207169189453125
31668,0.21480331420898438
31735,0.21136047363281252
31801,0.21465362548828126
31868,0.21210891723632813
31935,0.20627105712890625
32001,0.20312759399414063
32068,0.21315673828125
32135,0.19654129028320313
32201,0.20312759399414063
32268,0.20492385864257814
32335,0.195194091796875
32401,0.19235000610351563
32467,0.20507354736328126
32535,0.20866607666015627
32601,0.20058288574218752
32667,0.20537292480468752
32734,0.2077679443359375
32801,0.20462448120117188
32867,0.20926483154296877
32935,0.21525238037109376
33001,0.22528152465820314
33067,0.21674926757812502
33135,0.2125579833984375
33201,0.22887405395507815
33269,0.21809646606445313
33335,0.22408401489257815
33401,0.23096969604492187
33468,0.2213896179199219
33535,0.22168899536132813
33601,0.23096969604492187
33668,0.22483245849609376
33734,0.22273681640625
33801,0.2327659606933594
33868,0.2375559997558594
33935,0.22468276977539064
34001,0.23141876220703125
34068,0.2389031982421875
34135,0.21929397583007815
34201,0.22647903442382813
34269,0.22543121337890626
34334,0.2136058044433594
34401,0.21989273071289064
34468,0.22468276977539064
34535,0.20986358642578126
34602,0.1980381774902344
34669,0.20522323608398438
34734,0.2041754150390625
34800,0.19594253540039064
34869,0.20028350830078126
34934,0.20073257446289064
35001,0.19624191284179687
35067,0.20103195190429687
35134,0.20118164062500002
35201,0.1945953369140625
35270,0.20911514282226565
35334,0.20642074584960937
35401,0.20522323608398438
35468,0.20866607666015627
35534,0.2136058044433594
35601,0.19714004516601563
35668,0.20836669921875
35734,0.2221380615234375
35800,0.2124082946777344
35867,0.21195922851562501
35934,0.2173480224609375
36002,0.21869522094726562
36068,0.219144287109375
36135,0.22632934570312502
36201,0.23141876220703125
36290,0.2273771667480469
36335,0.22632934570312502
36401,0.22183868408203125
36468,0.219144287109375
36534,0.2183958435058594
36601,0.228724365234375
36668,0.2267784118652344
36734,0.23052062988281252
36801,0.22588027954101564
36868,0.23052062988281252
36934,0.22513183593750002
37001,0.2233355712890625
37068,0.21390518188476565
37134,0.2225871276855469
37201,0.2125579833984375
37269,0.21540206909179688
37335,0.21465362548828126
37401,0.20642074584960937
37468,0.20537292480468752
37535,0.21480331420898438
37601,0.20207977294921875
37668,0.1993853759765625
37735,0.19983444213867188
37801,0.20073257446289064
37868,0.19369720458984377
37934,0.2022294616699219
38001,0.1986369323730469
38068,0.20507354736328126
38135,0.20507354736328126
38201,0.19175125122070313
38269,0.21165985107421875
38334,0.20791763305664063
38401,0.2029779052734375
38468,0.20507354736328126
38535,0.21151016235351563
38601,0.209564208984375
38668,0.20791763305664063
38734,0.22363494873046877
38801,0.23007156372070314
38868,0.21764739990234377
38935,0.21989273071289064
39001,0.22782623291015627
39068,0.22438339233398438
39134,0.2273771667480469
39202,0.23575973510742188
39269,0.22782623291015627
39334,0.22662872314453125
39401,0.23680755615234375
39468,0.2279759216308594
39534,0.21884490966796877
39601,0.23396347045898438
39668,0.22363494873046877
39734,0.21121078491210937
39801,0.2219883728027344
39867,0.2245330810546875
39934,0.22019210815429688
40001,0.21884490966796877
40068,0.22034179687500002
40134,0.20133132934570314
40201,0.21136047363281252
40269,0.21165985107421875
40334,0.18935623168945315
40401,0.20148101806640625
40468,0.21106109619140626
40534,0.20088226318359376
40601,0.19145187377929687
40668,0.20133132934570314
40734,0.19878662109375
40801,0.19893630981445312
40868,0.21555175781250002
40934,0.21270767211914063
41002,0.20148101806640625
41068,0.21151016235351563
41134,0.2173480224609375
41201,0.19294876098632813
41290,0.21046234130859376
41335,0.22228775024414063
41402,0.204774169921875
41468,0.2125579833984375
41534,0.23111938476562502
41601,0.21480331420898438
41668,0.21405487060546877
41735,0.23126907348632814
41801,0.22273681640625
41868,0.22483245849609376
41935,0.22767654418945313
42001,0.22438339233398438
42068,0.2136058044433594
42134,0.2273771667480469
42202,0.2381547546386719
42269,0.22363494873046877
42334,0.2293231201171875
42401,0.23111938476562502
42468,0.21345611572265627
42534,0.22887405395507815
42601,0.21989273071289064
42668,0.2137554931640625
42734,0.2185455322265625
42801,0.22094055175781252
42868,0.22079086303710938
42934,0.20597167968750002
43001,0.21570144653320314
43068,0.20686981201171875
43135,0.1968406677246094
43201,0.21195922851562501
43269,0.20267852783203125
43335,0.19878662109375
43401,0.20941452026367188
43468,0.20178039550781252
43535,0.18546432495117188
43601,0.19474502563476564
43668,0.20672012329101563
43735,0.192799072265625
43801,0.20941452026367188
43868,0.20207977294921875
43935,0.195194091796875
44001,0.20522323608398438
44068,0.2173480224609375
44135,0.21061203002929688
44201,0.21106109619140626
44269,0.21899459838867188
44335,0.21345611572265627
44401,0.21600082397460937
44468,0.22183868408203125
44535,0.2293231201171875
44601,0.2197430419921875
44668,0.2279759216308594
44735,0.22887405395507815
44801,0.22602996826171876
44868,0.22947280883789065
44935,0.23590942382812502
45001,0.22513183593750002
45068,0.22094055175781252
45135,0.2389031982421875
45202,0.22019210815429688
45269,0.2213896179199219
45335,0.23096969604492187
45401,0.2231858825683594
45468,0.2225871276855469
45534,0.2267784118652344
45601,0.219144287109375
45668,0.20672012329101563
45735,0.2136058044433594
45801,0.21585113525390626
45868,0.20178039550781252
45935,0.2130070495605469
46002,0.20836669921875
46068,0.1945953369140625
46135,0.19983444213867188
46201,0.21165985107421875
46290,0.1926493835449219
46335,0.19040405273437502
46402,0.21674926757812502
46468,0.20791763305664063
46534,0.19579284667968752
46601,0.2028282165527344
46668,0.20387603759765627
46735,0.2136058044433594
46801,0.21315673828125
46868,0.2183958435058594
46935,0.20672012329101563
47001,0.21794677734375
47068,0.22183868408203125
47135,0.21016296386718752
47202,0.2197430419921875
47269,0.228724365234375
47335,0.21285736083984377
47402,0.21959335327148438
47468,0.22662872314453125
47535,0.2185455322265625
47602,0.2225871276855469
47668,0.2245330810546875
47735,0.22977218627929688
47801,0.22528152465820314
47868,0.22273681640625
47935,0.229921875
48001,0.22558090209960938
48068,0.22123992919921875
48135,0.22543121337890626
48201,0.21480331420898438
48269,0.22947280883789065
48335,0.2267784118652344
48401,0.21315673828125
48468,0.21555175781250002
48535,0.2171983337402344
48602,0.2077679443359375
48668,0.20327728271484377
48735,0.21570144653320314
48801,0.20492385864257814
48868,0.19639160156250002
48934,0.19908599853515627
49001,0.20267852783203125
49068,0.19309844970703127
49135,0.19908599853515627
49202,0.20103195190429687
49269,0.19953506469726565
49335,0.20387603759765627
49402,0.20073257446289064
49468,0.2028282165527344
49535,0.21525238037109376
49602,0.21630020141601564
49668,0.20791763305664063
49734,0.21091140747070314
49801,0.21794677734375
49868,0.22288650512695313
49934,0.22153930664062502
50002,0.21809646606445313
50068,0.21899459838867188
50134,0.22617965698242187
50202,0.22722747802734375
50269,0.21884490966796877
50335,0.22288650512695313
50402,0.2333647155761719
50468,0.22438339233398438
50534,0.22827529907226562
50602,0.22662872314453125
50668,0.23007156372070314
50735,0.219144287109375
50801,0.22438339233398438
50868,0.22423370361328127
50935,0.21540206909179688
51002,0.23052062988281252
51068,0.22123992919921875
51135,0.22183868408203125
51202,0.21929397583007815
51290,0.22183868408203125
51335,0.21031265258789064
51402,0.21510269165039064
51468,0.2118095397949219
51535,0.19669097900390625
51602,0.19923568725585938
51668,0.20941452026367188
51735,0.20148101806640625
51802,0.20686981201171875
51868,0.20642074584960937
51935,0.20193008422851563
52002,0.19983444213867188
52068,0.2124082946777344
52135,0.19908599853515627
52201,0.20118164062500002
52269,0.21031265258789064
52335,0.20836669921875
52402,0.20537292480468752
52468,0.21091140747070314
52535,0.21824615478515627
52602,0.21689895629882813
52668,0.214354248046875
52735,0.2219883728027344
52801,0.2183958435058594
52868,0.21929397583007815
52935,0.2233355712890625
53002,0.2225871276855469
53068,0.21151016235351563
53135,0.23067031860351564
53202,0.233514404296875
53269,0.2267784118652344
53335,0.22303619384765627
53402,0.23082000732421876
53468,0.228724365234375
53534,0.2293231201171875
53602,0.23141876220703125
53668,0.21390518188476565
53735,0.2185455322265625
53802,0.22588027954101564
53868,0.20686981201171875
53935,0.21136047363281252
54001,0.2213896179199219
54068,0.21809646606445313
54135,0.20731887817382813
54202,0.209564208984375
54269,0.20791763305664063
54335,0.21076171875000002
54402,0.2034269714355469
54468,0.20492385864257814
54535,0.19983444213867188
54602,0.2034269714355469
54668,0.2070195007324219
54735,0.2070195007324219
54802,0.19848724365234377
54868,0.20462448120117188
54934,0.20103195190429687
55002,0.1986369323730469
55068,0.20612136840820314
55135,0.21046234130859376
55202,0.20866607666015627
55269,0.20432510375976565
55335,0.21555175781250002
55402,0.21420455932617188
55468,0.21405487060546877
55535,0.21869522094726562
55602,0.22079086303710938
55668,0.22363494873046877
55735,0.22752685546875
55802,0.23067031860351564
55868,0.23785537719726563
55935,0.22902374267578127
56002,0.22632934570312502
56068,0.21899459838867188
56135,0.23561004638671876
56202,0.22543121337890626
56290,0.22079086303710938
56335,0.21689895629882813
56402,0.23171813964843752
56468,0.22632934570312502
56535,0.2279759216308594
56602,0.2281256103515625
56668,0.2197430419921875
56735,0.21689895629882813
56802,0.22094055175781252
56868,0.20627105712890625
56935,0.20731887817382813
57002,0.20627105712890625
57068,0.2089654541015625
57135,0.19609222412109376
57202,0.20537292480468752
57269,0.21001327514648438
57335,0.1922003173828125
57402,0.19429595947265627
57468,0.2029779052734375
57535,0.20402572631835938
57602,0.19654129028320313
57668,0.20312759399414063
57735,0.20103195190429687
57802,0.20133132934570314
57868,0.2029779052734375
57935,0.19714004516601563
58002,0.20881576538085939
58068,0.21001327514648438
58135,0.2130070495605469
58202,0.21165985107421875
58269,0.21600082397460937
58335,0.21136047363281252
58402,0.22438339233398438
58468,0.21749771118164063
58535,0.22094055175781252
58602,0.22483245849609376
58668,0.22827529907226562
58735,0.22049148559570314
58802,0.22617965698242187
58868,0.22423370361328127
58935,0.2293231201171875
59001,0.21959335327148438
59068,0.22827529907226562
59135,0.23022125244140626
59202,0.2130070495605469
59269,0.22498214721679688
59335,0.22588027954101564
59402,0.21749771118164063
59468,0.2177970886230469
59535,0.22273681640625
